PRESIDENT 2020
,
Office,State,RaceDate,CensusPop,Area,RedistrictedDate,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Minnesota,20201103,"20,428",HUBBARD,N/A,"12,975","8,202","Trump, Donald J.",Incumbent,"4,462","Biden, Joseph R. Jr.",Challenger,I,134,"Jorgensen, Jo",Challenger,177,"3,740",R,63.21,34.39,1.03,1.36,64.77,35.23,,,"Hawkins, Howie (Independent) 48; Hawkins, Howie (Independent) 48; De La Fuente, Roque (Independent) 23; La Riva, Gloria (Independent) 2; West, Kanye (Independent) 30; Pierce, Brock (Independent) 24; Pierce, Brock (Independent) 24; Pierce, Brock (Independent) 24; Pierce, Brock (Independent) 24; Pierce, Brock (Independent) 24; Pierce, Brock (Independent) 24; Kennedy, Alyson (Independent) 2"
President,Minnesota,20201103,"37,816",ISANTI,N/A,"24,230","16,491","Trump, Donald J.",Incumbent,"7,138","Biden, Joseph R. Jr.",Challenger,I,304,"Jorgensen, Jo",Challenger,297,"9,353",R,68.06,29.46,1.25,1.23,69.79,30.21,,,"Hawkins, Howie (Independent) 79; Hawkins, Howie (Independent) 79; De La Fuente, Roque (Independent) 51; La Riva, Gloria (Independent) 7; West, Kanye (Independent) 53; Pierce, Brock (Independent) 34; Pierce, Brock (Independent) 34; Pierce, Brock (Independent) 34; Pierce, Brock (Independent) 34; Pierce, Brock (Independent) 34; Pierce, Brock (Independent) 34; Kennedy, Alyson (Independent) 5"
President,Minnesota,20201103,"45,058",ITASCA,N/A,"26,611","15,239","Trump, Donald J.",Incumbent,"10,786","Biden, Joseph R. Jr.",Challenger,I,247,"Jorgensen, Jo",Challenger,339,"4,453",R,57.27,40.53,.93,1.27,58.56,41.44,,,"Hawkins, Howie (Independent) 77; Hawkins, Howie (Independent) 77; De La Fuente, Roque (Independent) 44; La Riva, Gloria (Independent) 2; West, Kanye (Independent) 63; Pierce, Brock (Independent) 50; Pierce, Brock (Independent) 50; Pierce, Brock (Independent) 50; Pierce, Brock (Independent) 50; Pierce, Brock (Independent) 50; Pierce, Brock (Independent) 50; Kennedy, Alyson (Independent) 3"
President,Minnesota,20201103,"10,266",JACKSON,N/A,"5,851","3,948","Trump, Donald J.",Incumbent,"1,745","Biden, Joseph R. Jr.",Challenger,I,53,"Jorgensen, Jo",Challenger,105,"2,203",R,67.48,29.82,.91,1.79,69.35,30.65,,,"Hawkins, Howie (Independent) 12; Hawkins, Howie (Independent) 12; De La Fuente, Roque (Independent) 15; La Riva, Gloria (Independent) 0; West, Kanye (Independent) 19; Pierce, Brock (Independent) 19; Pierce, Brock (Independent) 19; Pierce, Brock (Independent) 19; Pierce, Brock (Independent) 19; Pierce, Brock (Independent) 19; Pierce, Brock (Independent) 19; Kennedy, Alyson (Independent) 2"
President,Minnesota,20201103,"16,239",KANABEC,N/A,"9,266","6,278","Trump, Donald J.",Incumbent,"2,774","Biden, Joseph R. Jr.",Challenger,I,93,"Jorgensen, Jo",Challenger,121,"3,504",R,67.75,29.94,1.00,1.31,69.35,30.65,,,"Hawkins, Howie (Independent) 23; Hawkins, Howie (Independent) 23; De La Fuente, Roque (Independent) 12; La Riva, Gloria (Independent) 5; West, Kanye (Independent) 17; Pierce, Brock (Independent) 21; Pierce, Brock (Independent) 21; Pierce, Brock (Independent) 21; Pierce, Brock (Independent) 21; Pierce, Brock (Independent) 21; Pierce, Brock (Independent) 21; Kennedy, Alyson (Independent) 1"
President,Minnesota,20201103,"42,239",KANDIYOHI,N/A,"23,409","14,437","Trump, Donald J.",Incumbent,"8,440","Biden, Joseph R. Jr.",Challenger,I,211,"Jorgensen, Jo",Challenger,321,"5,997",R,61.67,36.05,.90,1.37,63.11,36.89,,,"Hawkins, Howie (Independent) 53; Hawkins, Howie (Independent) 53; De La Fuente, Roque (Independent) 44; La Riva, Gloria (Independent) 6; West, Kanye (Independent) 63; Pierce, Brock (Independent) 48; Pierce, Brock (Independent) 48; Pierce, Brock (Independent) 48; Pierce, Brock (Independent) 48; Pierce, Brock (Independent) 48; Pierce, Brock (Independent) 48; Kennedy, Alyson (Independent) 11"
President,Minnesota,20201103,"4,552",KITTSON,N/A,"2,644","1,546","Trump, Donald J.",Incumbent,"1,006","Biden, Joseph R. Jr.",Challenger,I,44,"Jorgensen, Jo",Challenger,48,540,R,58.47,38.05,1.66,1.82,60.58,39.42,,,"Hawkins, Howie (Independent) 8; Hawkins, Howie (Independent) 8; De La Fuente, Roque (Independent) 7; La Riva, Gloria (Independent) 0; West, Kanye (Independent) 12; Pierce, Brock (Independent) 7; Pierce, Brock (Independent) 7; Pierce, Brock (Independent) 7; Pierce, Brock (Independent) 7; Pierce, Brock (Independent) 7; Pierce, Brock (Independent) 7; Kennedy, Alyson (Independent) 0"
President,Minnesota,20201103,"13,311",KOOCHICHING,N/A,"6,925","4,131","Trump, Donald J.",Incumbent,"2,659","Biden, Joseph R. Jr.",Challenger,I,60,"Jorgensen, Jo",Challenger,75,"1,472",R,59.65,38.40,.87,1.08,60.84,39.16,,,"Hawkins, Howie (Independent) 17; Hawkins, Howie (Independent) 17; De La Fuente, Roque (Independent) 13; La Riva, Gloria (Independent) 1; West, Kanye (Independent) 14; Pierce, Brock (Independent) 10; Pierce, Brock (Independent) 10; Pierce, Brock (Independent) 10; Pierce, Brock (Independent) 10; Pierce, Brock (Independent) 10; Pierce, Brock (Independent) 10; Kennedy, Alyson (Independent) 0"
President,Minnesota,20201103,"7,259",LAC QUI PARLE,N/A,"4,061","2,528","Trump, Donald J.",Incumbent,"1,446","Biden, Joseph R. Jr.",Challenger,I,20,"Jorgensen, Jo",Challenger,67,"1,082",R,62.25,35.61,.49,1.65,63.61,36.39,,,"Hawkins, Howie (Independent) 7; Hawkins, Howie (Independent) 7; De La Fuente, Roque (Independent) 4; La Riva, Gloria (Independent) 0; West, Kanye (Independent) 13; Pierce, Brock (Independent) 14; Pierce, Brock (Independent) 14; Pierce, Brock (Independent) 14; Pierce, Brock (Independent) 14; Pierce, Brock (Independent) 14; Pierce, Brock (Independent) 14; Kennedy, Alyson (Independent) 1"
President,Minnesota,20201103,"10,866",LAKE,N/A,"7,203","3,393","Trump, Donald J.",Incumbent,"3,647","Biden, Joseph R. Jr.",Challenger,I,78,"Jorgensen, Jo",Challenger,85,254,D,47.11,50.63,1.08,1.18,48.20,51.80,,,"Hawkins, Howie (Independent) 26; Hawkins, Howie (Independent) 26; De La Fuente, Roque (Independent) 8; La Riva, Gloria (Independent) 2; West, Kanye (Independent) 18; Pierce, Brock (Independent) 10; Pierce, Brock (Independent) 10; Pierce, Brock (Independent) 10; Pierce, Brock (Independent) 10; Pierce, Brock (Independent) 10; Pierce, Brock (Independent) 10; Kennedy, Alyson (Independent) 1"
